description,original_price,discount,reviews,ratings,sale,soldout,product_price
Popular 21 Lettuce-Hem Mini Dress - Sulphur Spring,"KSh2,400.00",20,No reviews,0.00,Sale,Available,"KSh2,400.00"
Vivo Tuni Dolman Dress - Dark Green / Black Abstract Print,,,No reviews,0.00,,Available,"KSh4,550.00"
Elsie Glamour Ayanna Floral Cape Dress - Black,"KSh4,350.00",10,1 review,4.00,Sale,Available,"KSh4,350.00"
Vivo Leila Cap Sleeve Tent Maxi Dresses - Black,,,No reviews,0.00,,Available,"KSh5,550.00"
The Fashion Frenzy Cap Sleeve Skater Dress - Maroon,"KSh5,000.00",30,1 review,3.00,Sale,Available,"KSh5,000.00"
Popular 21 Ruching Tie Bust Seamed Cami Dress - Ayanna Orange Tropical,"KSh3,400.00",20,No reviews,0.00,Sale,Available,"KSh3,400.00"
Sidai Fashion Shirt Dress - Pink/Orange,"KSh3,000.00",30,No reviews,0.00,Sale,Available,"KSh3,000.00"
Zia Africa Mamma Mia Knee Length Dress - Mustard,"KSh4,500.00",30,No reviews,0.00,Sale,Available,"KSh4,500.00"
Lola Blue Floral Print Bust Knot Long Dress with Slit - Blue,"KSh2,310.00",30,1 review,5.00,Sale,Available,"KSh2,310.00"
Vivo Dali Strappy Shoulder Tent Maxi Dress - Pink / Black Petal Print,,,No reviews,0.00,,Available,"KSh6,950.00"
Zoya Athleisure Racer-Back Bodycon - Flamingo Print,"KSh2,950.00",30,No reviews,0.00,Sale,Available,"KSh2,950.00"
Jaidden Trendy Skater Dress - Navy,,,No reviews,0.00,,Available,"KSh4,500.00"
Vivo Basic Side Twist Knee Length Dress - Light Blue / White Abstract Print,,,No reviews,0.00,,Available,"KSh4,250.00"
Elsie Glamour Cora Official Dress - Blush Grey,"KSh3,600.00",40,No reviews,0.00,Sale,Available,"KSh3,600.00"
Askari Long Sleeve P Official Dress D012BK - Purple,,,No reviews,0.00,,Available,"KSh3,650.00"
Askari Front Pocket Seam Ladies Official Dress D006BL - Blue,,,No reviews,0.00,,Available,"KSh3,650.00"
Popular 21 Side Tie Ruched Drawstring Cami Dress - Marsala ,"KSh2,400.00",20,No reviews,0.00,,Sold out,"KSh2,400.00"
The Fashion Frenzy Floral Skater - Maroon,"KSh4,800.00",20,No reviews,0.00,Sale,Available,"KSh4,800.00"
Askari Neck pleats Sleeveless Official Dress D001BL - Cream White,,,No reviews,0.00,,Available,"KSh3,650.00"
Vivo Basic 3/4 Sleeve A-Line Wrap Maxi Dress - Black,"KSh4,550.00",10,No reviews,0.00,,Sold out,"KSh4,550.00"
Vivo Zawadi Shift Dress - Black,,,No reviews,0.00,,Available,"KSh4,250.00"
Zoya Basic Bodycon - Sea Green,,,No reviews,0.00,,Available,"KSh2,550.00"
Vivo Basic Dolman Maxi Dress - Mustard,,,No reviews,0.00,,Available,"KSh4,250.00"
Tausi Mini Dress - Black,"KSh3,000.00",15,No reviews,0.00,Sale,Available,"KSh3,000.00"
Salok Havilah Akini Shirt Dress Long - Maroon,"KSh5,500.00",20,No reviews,0.00,Sale,Available,"KSh5,500.00"
Salok Havilah Waridi Shift Dress - Mustard,"KSh4,500.00",20,No reviews,0.00,Sale,Available,"KSh4,500.00"
Purple Thread Chale Dress - Tawny,,,No reviews,0.00,,Available,"KSh5,000.00"
Vivo Bana Front Tie 3/4 Sleeve Bodycon - Burgundy,,,No reviews,0.00,,Available,"KSh4,550.00"
Infy Knit Wear Zuri Bodycon Dress Below The Knee - Mustard,,,No reviews,0.00,,Available,"KSh5,300.00"
Lizola Queen Wrap Dress - Blue,"KSh6,500.00",24,No reviews,0.00,Sale,Available,"KSh6,500.00"
Popular 21 Square Neck Puff Sleeve Flare Dress - Simply Green,"KSh2,500.00",20,2 reviews,2.50,Sale,Available,"KSh2,500.00"
Popular 21 Asymmetrical Short-Sleeved Dress - Nude,"KSh2,500.00",20,No reviews,0.00,Sale,Available,"KSh2,500.00"
Popular 21 Halter-Neck Slit Dress - Winsome Orchid,"KSh1,700.00",20,No reviews,0.00,Sale,Available,"KSh1,700.00"
Vivo Laika Bishop Sleeve Shift Dress - Hunters Green,"KSh4,550.00",10,No reviews,0.00,Sale,Available,"KSh4,550.00"
The Fashion Frenzy Polka Shift Dress - Black,"KSh5,500.00",10,No reviews,0.00,Sale,Available,"KSh5,500.00"
Zia Africa Mamma Mia Knee Length Dress Beige,"KSh4,500.00",30,No reviews,0.00,Sale,Available,"KSh4,500.00"
Tuli Amaya Snatched Dress - Green,"KSh3,800.00",20,1 review,5.00,Sale,Available,"KSh3,800.00"
Tuli Liyana Casual Dress - Light Pink,"KSh3,500.00",20,No reviews,0.00,Sale,Available,"KSh3,500.00"
Vivo Basic Sleeveless Double Layered Bodycon - Lilac / Black Abstract,,,No reviews,0.00,,Available,"KSh3,500.00"
Sidai Fashion Shirt Dress - Cream / Yellow,"KSh3,000.00",30,No reviews,0.00,Sale,Available,"KSh3,000.00"
Izulu Oldepe African Print Ankara Dress - White,,,No reviews,0.00,,Available,"KSh7,000.00"
Vivo Dali Cold Shoulder Tie Knee Length Tent Dress - Pink / Black Leaf Print,,,No reviews,0.00,,Available,"KSh4,750.00"
Vivo Nova Double Layered Bodycon Dress - Navy Blue,,,No reviews,0.00,,Available,"KSh4,250.00"
Askari X Front Neck sleeveless Dress D002P - Purple,,,No reviews,0.00,,Available,"KSh3,650.00"
Popular 21 One Shoulder High Slit Maxi Dress - Red ,"KSh2,600.00",20,No reviews,0.00,Sale,Available,"KSh2,600.00"
Popular 21 Bust Detailed Tank Bodycon Dress - Black,"KSh2,250.00",20,No reviews,0.00,Sale,Available,"KSh2,250.00"
Popular 21 Side Front Pull Up Mini Dress - Beaver Fur,"KSh2,000.00",20,No reviews,0.00,Sale,Available,"KSh2,000.00"
Popular 21 Side Ruched Cami Dress - Black ,"KSh2,200.00",20,No reviews,0.00,Sale,Available,"KSh2,200.00"
Popular 21 Side Shirred Double Layered Tank Dress - Peach,"KSh2,800.00",20,No reviews,0.00,Sale,Available,"KSh2,800.00"
Popular 21 Ponte Scoop Neck Midi Bodycon Dress - Victoria Blue ,"KSh2,200.00",20,No reviews,0.00,Sale,Available,"KSh2,200.00"
Salok Priya Shift Dress - White Print,"KSh4,250.00",20,No reviews,0.00,Sale,Available,"KSh4,250.00"
Askari Wing Sleeve Dress D010B - Purple Floral,,,No reviews,0.00,,Available,"KSh3,650.00"
Ladies & Linen Mara Leo Shirt Dress - Grey / Black Print,,,No reviews,0.00,,Available,"KSh6,000.00"
Askari Three Frill Flowered Long Sleeve Dress D010A - Pink Floral,,,No reviews,0.00,,Available,"KSh3,650.00"
Askari Off-shoulder Dress D015 - Black Animal Print,,,No reviews,0.00,,Available,"KSh3,650.00"
Vivo Chalbi A-line Dress - Black,,,No reviews,0.00,,Available,"KSh4,250.00"
Zoya Basic Bodycon - Mustard,,,No reviews,0.00,,Available,"KSh2,550.00"
Hekaya Asymmetric Slip Dress - Pink,"KSh3,500.00",70,1 review,5.00,Sale,Available,"KSh3,500.00"
Lizola Scarlette Wrap Dress - Purple,"KSh6,000.00",29,No reviews,0.00,Sale,Available,"KSh6,000.00"
Plainchic Wol Bodycon Dress - Maroon,,,No reviews,0.00,,Available,"KSh3,400.00"
Vivo Amali 3/4 Sleeve Turtleneck Tent Knee Length Dress - Purple,,,No reviews,0.00,,Available,"KSh3,550.00"
Lizola Sherryl Floral Wrap Dress - Yellow,"KSh6,500.00",24,No reviews,0.00,Sale,Available,"KSh6,500.00"
Vivo Lamu Knee Length Chiffon Dress - Peach,,,No reviews,0.00,,Available,"KSh3,950.00"
Popular 21 Backless Spaghetti Strap Mini Dress - Blue Green Swirl,"KSh2,400.00",20,No reviews,0.00,Sale,Available,"KSh2,400.00"
Popular 21 Spaghetti-Strap Mini Dress - Henna,"KSh2,800.00",20,No reviews,0.00,Sale,Available,"KSh2,800.00"
Popular 21 Ribbed Long-Sleeve Mini Dress - Mauve,"KSh2,200.00",20,No reviews,0.00,Sale,Available,"KSh2,200.00"
Popular 21 Lettuce-Hem Mini Dress - Wine,"KSh2,400.00",20,No reviews,0.00,Sale,Available,"KSh2,400.00"
Popular 21 Double Scoop Short Dress With Merrow Edge - Black,"KSh1,400.00",20,No reviews,0.00,Sale,Available,"KSh1,400.00"
Popular 21 Spaghetti Strap Scoop Neck - Inca Gold,"KSh2,300.00",20,No reviews,0.00,Sale,Available,"KSh2,300.00"
Vivo Jasiri Tent Shirt Dress - Chocolate,,,No reviews,0.00,,Available,"KSh4,500.00"
Popular 21 Crew-Neck Knee-Length Dress - White,"KSh2,900.00",20,No reviews,0.00,Sale,Available,"KSh2,900.00"
Vivo Laika Bishop Sleeve Shift Dress - Purple / Peach Abstract Print,,,No reviews,0.00,,Available,"KSh4,550.00"
Safari Mali Gathered Flounce Sleeve Shirt Dress - White,,,No reviews,0.00,,Available,"KSh5,250.00"
Vivo Amali 3/4 Bishop Sleeve A-line Dress - Red,,,No reviews,0.00,,Available,"KSh3,250.00"
Safari Kaya Long Sleeve Dolman Flounce Shirt Dress - Taupe,"KSh4,950.00",50,No reviews,0.00,,Sold out,"KSh4,950.00"
Vivo Fahari 3/4 Sleeve A-Line Shirt Dress - Black,,,No reviews,0.00,,Available,"KSh3,950.00"
Vivo Tuni 3/4 Sleeve Tent Knee Length Dress - Teal / Taupe Abstract Print,,,No reviews,0.00,,Available,"KSh4,950.00"
Alara Maxi Feather Patterned Long Sleeve Shirt Dress - Brown,"KSh3,600.00",30,No reviews,0.00,,Sold out,"KSh3,600.00"
Popular 21 Cami Dress With Back Detail - Champagne,"KSh3,300.00",20,No reviews,0.00,Sale,Available,"KSh3,300.00"
Tuli Shola Long Sleeve Midi Dress - Midnight Blue,"KSh3,900.00",29,No reviews,0.00,Sale,Available,"KSh3,900.00"
PlainChic Turtle Neck Maxi - Green,,,No reviews,0.00,,Available,"KSh4,500.00"
Vivo Chalbi A-line Dress - Pink,,,No reviews,0.00,,Available,"KSh4,250.00"
Vivo Waridi A-Line Dress - Purple,,,No reviews,0.00,,Available,"KSh3,950.00"
Elsie Glamour Elmina Wrap Dress - Purple,"KSh4,350.00",20,No reviews,0.00,Sale,Available,"KSh4,350.00"
Ladies & Linen Knee Length Dress - Yellow,"KSh4,500.00",22,No reviews,0.00,Sale,Available,"KSh4,500.00"
Lola Black Long Sleeve Cut-out Mini Dress - Black,"KSh1,930.00",30,No reviews,0.00,Sale,Available,"KSh1,930.00"
Lola Rhinestone Spaghetti Strap Bow Knot Ruched Velvet Mini Dress - Black,"KSh2,240.00",30,No reviews,0.00,Sale,Available,"KSh2,240.00"
Vivo Basic Puff Sleeved Bodycon - Forest Green,,,1 review,5.00,,Available,"KSh4,250.00"
Lizola Trizah Bodycon Dress - Black,"KSh6,500.00",24,No reviews,0.00,Sale,Available,"KSh6,500.00"
Magali Design Flared Stripped Dress - Red,,,No reviews,0.00,,Available,"KSh4,999.00"
Resolute Clothing Long T-shirt Dress – White,"KSh1,200.00",17,No reviews,0.00,Sale,Available,"KSh1,200.00"
PlainChic Ruffle Maxi - Black,,,No reviews,0.00,,Available,"KSh4,440.00"
Smash By Kaly Chiffon Holiday Kaftan + Head Scarf - White,"KSh4,200.00",40,No reviews,0.00,Sale,Available,"KSh4,200.00"
Vivo Basic Double Layered High Cowl Bodycon - Teal,,,No reviews,0.00,,Available,"KSh4,250.00"
Askari Chiku Plain Straight Sleeveless Official Dress D008OCB - Ocen Blue,,,No reviews,0.00,,Available,"KSh3,650.00"
Askari Fish hand Official Dress D004PP - Pastel Purple,,,No reviews,0.00,,Available,"KSh3,650.00"
Askari Fish hand Official Dress D004BL - Blue,,,No reviews,0.00,,Available,"KSh3,650.00"
Safari Tawi Shirt Collar Bishop Sleeve Tiered Dress - Light Blue,,,No reviews,0.00,,Available,"KSh4,950.00"
Liliadly Turqoise Off Shoulder Dress - Turquoise,,,No reviews,0.00,,Available,"KSh3,900.00"
Vivo Thando Dolman Knee Length Dress - Purple / Green Floral Print,"KSh3,950.00",50,No reviews,0.00,,Sold out,"KSh3,950.00"
Askari Right Shoulder Pleats Official Dress D011BK - Blue,,,No reviews,0.00,,Available,"KSh3,650.00"
Vivo Jamila Drawstring Knee Length Dress - Mustard Paint Splash Print,"KSh3,500.00",50,No reviews,0.00,,Sold out,"KSh3,500.00"
Aramay Anantara Knee Length Dress - Black,,,1 review,4.00,,Available,"KSh4,500.00"
ForKeeps Lapel Blazer Dress - Peach,,,No reviews,0.00,,Available,"KSh2,400.00"
Alara Long Sleeve Maxi Flare Shirt Dress - Light Blue,"KSh3,500.00",30,No reviews,0.00,Sale,Available,"KSh3,500.00"
Hessed Short Sleeved Mini Dress - Maroon,"KSh2,000.00",25,No reviews,0.00,Sale,Available,"KSh2,000.00"
Elsie Glamour Lela Floral Dress - White,"KSh3,950.00",20,No reviews,0.00,Sale,Available,"KSh3,950.00"
Plainchic Wol Bodycon Dress - Blue,,,No reviews,0.00,,Available,"KSh3,400.00"
Simbaress Belize Wrap Dress - Green,,,No reviews,0.00,,Available,"KSh6,990.00"
Elsie Glamour Lela Floral Dress - Purple,"KSh3,950.00",20,1 review,5.00,Sale,Available,"KSh3,950.00"
Nimali Long Sleeve Shirt Dress - Navy Blue / Black Ankara Print,,,No reviews,0.00,,Available,"KSh4,550.00"
Infy Knit Wear Zuri Bodycon Dress - Black,,,No reviews,0.00,,Available,"KSh5,300.00"
Jaidden Trendy Sleeved Mini Dress - White,,,No reviews,0.00,,Available,"KSh3,500.00"
Popular 21 Ribbed Long-Sleeve Mini Dress - Burgundy,"KSh2,200.00",20,No reviews,0.00,Sale,Available,"KSh2,200.00"
Vivo Zawadi Shift Dress - Yellow / Black Stripes Print,,,No reviews,0.00,,Available,"KSh3,950.00"
Phyls Collections Lamu Tamu High Low Dress - Green,,,No reviews,0.00,,Available,"KSh5,450.00"
JMC Zaria Knit Dress - Teal,,,No reviews,0.00,,Available,"KSh3,950.00"
Vivo Amali 3/4 Bishop Sleeve A-line Dress - Off White / Navy Blue Abstract Print,,,No reviews,0.00,,Available,"KSh3,250.00"
Vivo Wastani Boat Neck Shirred Sleeve Kaftan - Navy Blue / Grey Abstract Print,,,No reviews,0.00,,Sold out,"KSh6,550.00"
Safari Tawi Flounce Tent Dress - Lime Green,,,No reviews,0.00,,Available,"KSh4,950.00"
Alara Sleeveless Button Down Shirt Dress Maxi - Olive Green,"KSh3,950.00",30,No reviews,0.00,,Sold out,"KSh3,950.00"
Vivo Basic Ayo Tent Dress - Pink / Black Abstract Print,,,No reviews,0.00,,Available,"KSh4,550.00"
Vivo Zawadi Keyhole Dress - Red,,,1 review,5.00,,Available,"KSh4,550.00"
Salok Havilah Lowa Skater Dress - Red Print,"KSh4,500.00",20,No reviews,0.00,Sale,Available,"KSh4,500.00"
Vivo Fahari Cowl Drape Bodycon - Mustard,,,No reviews,0.00,,Available,"KSh4,950.00"
Vivo Wingu Puff Sleeve Knee Length Dress - Brown / Blue Animal Print,"KSh4,950.00",30,No reviews,0.00,Sale,Available,"KSh4,950.00"
The Fashion Frenzy Shirt Dress - White,"KSh3,800.00",10,No reviews,0.00,Sale,Available,"KSh3,800.00"
Lola Black V Neck Cut-out Puff Long Sleeve Mini Dress - Black,"KSh2,240.00",30,No reviews,0.00,Sale,Available,"KSh2,240.00"
Lola Burgundy Long Sleeve Halter Square Neck Hollow-out Ruched Bodycon Mini Dress - Burgundy,"KSh1,800.00",30,No reviews,0.00,Sale,Available,"KSh1,800.00"
Vivo Dali Strappy Cold Shoulder Kaftan - Pink,,,No reviews,0.00,,Available,"KSh5,950.00"
The Fashion Frenzy Floral Skater - Black / White,,,No reviews,0.00,,Available,"KSh2,800.00"
Vivo Basic Bodycon - Teal,,,No reviews,0.00,,Available,"KSh3,950.00"
Vivo Jamila Flounce Sleeve Tent Maxi Dress - Mustard,"KSh5,950.00",50,No reviews,0.00,,Sold out,"KSh5,950.00"
Vivo Basic Side Twist Knee Length Dress - Forest Green,,,1 review,5.00,,Available,"KSh4,250.00"
Safari Tawi Off Shoulder Knee Length Dress - Navy Blue,,,1 review,3.00,,Available,"KSh4,950.00"
Sayuri Maxi Plunge Neck Crotchet Cover Up Dress - White,"KSh3,950.00",30,No reviews,0.00,Sale,Available,"KSh3,950.00"
Sayuri Maxi Plunge Neck Crotchet Cover Up Dress - Black,"KSh3,950.00",30,No reviews,0.00,Sale,Available,"KSh3,950.00"
Sayuri Long Sleeve Button Down Maxi Dress - Orange Print,"KSh3,950.00",30,No reviews,0.00,Sale,Available,"KSh3,950.00"
Popular 21 Ruched Cami Dress - Hunter Green,"KSh2,950.00",20,No reviews,0.00,Sale,Available,"KSh2,950.00"
Popular 21 Ruched Cami Dress - Grey,"KSh2,950.00",20,No reviews,0.00,Sale,Available,"KSh2,950.00"
Popular 21 Side Ruched Tie Drawstring Cami Dress - Fandango Pink ,"KSh2,400.00",20,No reviews,0.00,Sale,Available,"KSh2,400.00"
Popular 21 One Shoulder High Slit Maxi Dress - Amethyst Orchid ,"KSh2,600.00",20,No reviews,0.00,Sale,Available,"KSh2,600.00"
Salok Calze Shift Dress - Navy Blue Print,"KSh4,250.00",20,No reviews,0.00,Sale,Available,"KSh4,250.00"
Zola Velvet Yellow Bodycon Office Dress - Yellow,"KSh2,800.00",15,No reviews,0.00,Sale,Available,"KSh2,800.00"
Askari Cold Shoulder Dress - Blue,,,1 review,3.00,,Available,"KSh3,650.00"
"Askari Tomy Front ""X"" Circular Sleeved Dress D006BLU - Blue",,,No reviews,0.00,,Available,"KSh3,650.00"
Intimates Kenya Flowery Night Dress  - Black / White,,,No reviews,0.00,,Available,"KSh2,500.00"
Lola Long Sleeved Above Knee Ruched Dress - Pink,"KSh1,950.00",30,No reviews,0.00,Sale,Available,"KSh1,950.00"
ForKeeps Orange Cut-out Mini Dress - Red,,,No reviews,0.00,,Available,"KSh3,000.00"
Safari Tawi Shirt Collar Bishop Sleeve Tiered Dress - Mustard,"KSh4,950.00",30,No reviews,0.00,Sale,Available,"KSh4,950.00"
Ladies & Linen Keri Boss Up Print - Blue / Red Print,,,No reviews,0.00,,Available,"KSh4,100.00"
Liliadly Bodycon Dress - Maroon,,,No reviews,0.00,,Available,"KSh3,500.00"
Askari Flowered Long Sleeve Dress D010B - Black Floral,,,No reviews,0.00,,Available,"KSh3,650.00"
Aramay Summersweet Striped Maxi Dress - Red / Black,,,No reviews,0.00,,Available,"KSh5,200.00"
Aramay Joali Knee Length Dress - Navy Blue,,,No reviews,0.00,,Available,"KSh4,500.00"
Salok Gaga Knee Length Bodycon Dress - Grey Print,"KSh4,300.00",20,No reviews,0.00,Sale,Available,"KSh4,300.00"
Afican Yuva Dragonfly Shift Ankara Dress - Grey,,,No reviews,0.00,,Available,"KSh6,732.00"
Vivo Wastani Shirred Neck Tent Maxi Dress - Rust / Brown Abstract Print,,,No reviews,0.00,,Available,"KSh6,950.00"
Purple Thread Wasini shirt Dress - Raw Umber,,,No reviews,0.00,,Available,"KSh4,500.00"
Purple Thread Wasini Shirt Dress - Burnt Orange,,,No reviews,0.00,,Available,"KSh4,500.00"
Lizola Clementine Wrap Dress - Black,"KSh6,500.00",24,No reviews,0.00,Sale,Available,"KSh6,500.00"
Salok Havilah Maridadi Butterfly Dress - Blue Print,"KSh4,900.00",20,No reviews,0.00,Sale,Available,"KSh4,900.00"
Purple Thread Marseille Shirt Dress - Latte,,,1 review,5.00,,Sold out,"KSh5,000.00"
Vivo Basic Cap Sleeve Maxi Tent Dress - White / Peach Floral Print,,,No reviews,0.00,,Sold out,"KSh5,550.00"
Popular 21 Backless Spaghetti Strap Mini Dress- Blue Animal Link,"KSh2,400.00",20,No reviews,0.00,Sale,Available,"KSh2,400.00"
Popular 21 Backless Spaghetti Strap Mini Dress -  Blue Brown Swirl,"KSh2,400.00",20,No reviews,0.00,Sale,Available,"KSh2,400.00"
Popular 21 Knit Eyelet Tie Back Dress - Mushroom,"KSh3,400.00",20,No reviews,0.00,Sale,Available,"KSh3,400.00"
Popular 21 Unshaped Spaghetti-Strap Dress - Prism Pink,"KSh2,900.00",20,No reviews,0.00,Sale,Available,"KSh2,900.00"
Popular 21 Lettuce-Hem Mini Dress - Old Rose,"KSh2,400.00",20,No reviews,0.00,Sale,Available,"KSh2,400.00"
Popular 21 Ribbed Short-Sleeved Dress - Violet Tulle,"KSh2,700.00",20,No reviews,0.00,Sale,Available,"KSh2,700.00"
Popular 21 Square-Back V-Neck Dress - Black,"KSh2,700.00",20,No reviews,0.00,Sale,Available,"KSh2,700.00"
Popular 21 Square-Back V-Neck Dress - Winsome Orchid,"KSh2,700.00",20,No reviews,0.00,Sale,Available,"KSh2,700.00"
Popular 21 Halter-Neck Slit Dress - White,"KSh1,700.00",20,No reviews,0.00,Sale,Available,"KSh1,700.00"
Popular 21 Sleeveless Knee-Length Dress - Zen Blue,"KSh2,900.00",20,No reviews,0.00,Sale,Available,"KSh2,900.00"
Vivo Jasiri Tent Shirt Dress - Purple,,,No reviews,0.00,,Available,"KSh4,500.00"
Popular 21 Long-Sleeve Double Layer Midi Dress - White,"KSh3,400.00",20,No reviews,0.00,Sale,Available,"KSh3,400.00"
Signature The Brand Plus Ruched Ruffle Hem Shirt Dress - White,"KSh3,750.00",33,No reviews,0.00,Sale,Available,"KSh3,750.00"
Safari Mali Gathered Flounce Sleeve Shirt Dress - Hunters Green,,,1 review,5.00,,Available,"KSh5,250.00"
Magali Designs Luna Dress - White,"KSh4,890.00",20,No reviews,0.00,Sale,Available,"KSh4,890.00"
Magali Designs Ayanda Dress - Black,"KSh6,200.00",20,No reviews,0.00,Sale,Available,"KSh6,200.00"
Izulu Shujaa Maxi Dress - Yellow,,,No reviews,0.00,,Available,"KSh7,200.00"
Lizola Lucy Dress with Buttons - Beige,"KSh6,500.00",24,No reviews,0.00,Sale,Available,"KSh6,500.00"
Lizola Lucy Dress with Buttons - Black,"KSh6,500.00",24,No reviews,0.00,Sale,Available,"KSh6,500.00"
Vivo Tuni Cap Sleeve Tent Dress - Teal / Rust Abstract Print,,,No reviews,0.00,,Sold out,"KSh4,250.00"
"Zia Africa ""Pretty Girl Summer"" - Orange","KSh4,250.00",30,1 review,4.00,Sale,Available,"KSh4,250.00"
Safari Kaya Long Sleeve Dolman Flounce Shirt Dress - Navy Blue,"KSh4,950.00",50,No reviews,0.00,,Sold out,"KSh4,950.00"
Ikojn Maxi Dress - Blue,"KSh5,500.00",20,No reviews,0.00,Sale,Available,"KSh5,500.00"
Elsie Glamour Amira Maxi Dress - Brown / White Print,"KSh4,950.00",10,No reviews,0.00,Sale,Available,"KSh4,950.00"
Popular 21 Cowl Neck With Slit Midi Dress - Champagne,"KSh4,100.00",20,No reviews,0.00,Sale,Available,"KSh4,100.00"
Vivo Thando 3/4 Bishop Sleeve Shirt Dress - Burgundy Floral Print,"KSh4,950.00",50,1 review,1.00,Sale,Available,"KSh4,950.00"
Lola Black Halter Neck Off Shoulder Bodycon Mini Dress - Black,"KSh1,750.00",30,No reviews,0.00,Sale,Available,"KSh1,750.00"
Vivo Basic Sleeveless Double Layered Bodycon - Red / Black Abstract,,,No reviews,0.00,,Available,"KSh3,500.00"
Nursing Mama Monroe Dress - Black,,,1 review,4.00,,Available,"KSh4,500.00"
Vivo Lamu Knee Length Cold Shoulder Dress - Red,,,No reviews,0.00,,Available,"KSh4,250.00"
Nika Bonica Jambiani Kaftan - Orange,,,No reviews,0.00,,Available,"KSh6,000.00"
Alara Long Sleeved Button Down Shirt Dress With Side Tie - Beige,"KSh2,500.00",20,No reviews,0.00,Sale,Available,"KSh2,500.00"
Vivo Basic Sleeveless Ponte Circular Dress - Yellow,,,No reviews,0.00,,Available,"KSh3,950.00"
Zoya Chill Strappy Maxi Dress - Lime Green,"KSh2,950.00",50,No reviews,0.00,Sale,Available,"KSh2,950.00"
Vivo Faraji Faux Wrap Sheath Dress - Maroon,"KSh4,250.00",50,1 review,5.00,,Sold out,"KSh4,250.00"
Zoya Athleisure Racer-Back Bodycon - Peacock print,,,No reviews,0.00,,Available,"KSh2,950.00"
Safari Tawi  Denim Shirt Dress - Light Blue,"KSh4,950.00",30,No reviews,0.00,Sale,Available,"KSh4,950.00"
Vivo Basic 3/4 Sleeve Kim Bodycon Dress - Teal,,,No reviews,0.00,,Available,"KSh3,950.00"
Zoya Chill Strappy Maxi Bodycon - Blue,"KSh2,950.00",50,No reviews,0.00,Sale,Available,"KSh2,950.00"
Nalani Zaria Front Cut Midi Dress - Yellow,,,No reviews,0.00,,Available,"KSh3,950.00"
Magali Designs Halter Dress - Navy Blue,,,No reviews,0.00,,Available,"KSh5,500.00"
The Fashion Frenzy Bodycon - Bright Red,"KSh4,000.00",10,No reviews,0.00,Sale,Available,"KSh4,000.00"
The Fashion Frenzy Cotton Skater - Navy / Red,"KSh6,000.00",10,No reviews,0.00,Sale,Available,"KSh6,000.00"
Askari X Front Neck sleeveless Dress D002BL - Blue,,,1 review,2.00,,Available,"KSh3,650.00"
Askari Fish hand Official Dress D004P - Purple,,,No reviews,0.00,,Available,"KSh3,650.00"
Popular 21 Extreme Cut Out Cami Dress - Black ,"KSh2,400.00",20,No reviews,0.00,Sale,Available,"KSh2,400.00"
Popular 21 Side Ruched Tie Drawstring Cami Dress - Blue Iris ,"KSh2,400.00",20,No reviews,0.00,Sale,Available,"KSh2,400.00"
Izulu Mukutan Dress - White,"KSh6,500.00",26,No reviews,0.00,Sale,Available,"KSh6,500.00"
Izulu Mzinga Dress - Yellow,,,No reviews,0.00,,Available,"KSh5,550.00"
The Fashion Frenzy Stripped Pencil Dress - Grey,"KSh3,000.00",10,No reviews,0.00,Sale,Available,"KSh3,000.00"
Zola Material Royal Blue Bodycon Office Dress - Royal Blue,"KSh2,800.00",15,No reviews,0.00,Sale,Available,"KSh2,800.00"
Askari Off-shoulder Dress D017F - Navy Blue Floral,,,No reviews,0.00,,Available,"KSh3,650.00"
The Fashion Frenzy Tulip Dress - Pink / White,"KSh5,800.00",20,No reviews,0.00,Sale,Available,"KSh5,800.00"
The Fashion Frenzy Floral Skater - Black / Purple,"KSh4,800.00",30,No reviews,0.00,Sale,Available,"KSh4,800.00"
PlainChic Squire Neckline Bodycon - Mustard,,,No reviews,0.00,,Available,"KSh4,000.00"
Vivo Basic Vanessa Double Layered Bodycon Dress - Dark Green,,,No reviews,0.00,,Available,"KSh3,950.00"
Vivo Basic 3/4 Sleeve Double Layered Bodycon Dress - Mustard,,,No reviews,0.00,,Available,"KSh4,200.00"
Safari Tawi Flounce Tent Dress - Mustard,,,No reviews,0.00,,Available,"KSh4,950.00"
Tsuma Gia Balloon Sleeve Skater Dress - Black / Orange Print,,,No reviews,0.00,,Available,"KSh4,900.00"
ForKeeps Shirred Dress - White,,,No reviews,0.00,,Available,"KSh2,900.00"
ForKeeps One Shoulder Slinky Ruched Midi Dress - Brown,,,No reviews,0.00,,Available,"KSh3,200.00"
ForKeeps Floral Mesh Overlay Mini Dress - Light Pink,,,No reviews,0.00,,Available,"KSh3,500.00"
Have To Have Party Dress - Black,,,No reviews,0.00,,Available,"KSh5,999.00"
Have To Have Party Dress - Silver,,,No reviews,0.00,,Available,"KSh5,999.00"
Popular 21 Crew-Neck Knee-Length Dress - Rum Raisin,"KSh2,900.00",20,No reviews,0.00,Sale,Available,"KSh2,900.00"
Dewuor Floral Shift Dress - Red,"KSh5,000.00",10,No reviews,0.00,Sale,Available,"KSh5,000.00"
Dewuor Sati Dress - Blue,,,No reviews,0.00,,Available,"KSh4,500.00"
Home Of Colors Zara Midi Dress - Mustard,"KSh5,600.00",21,No reviews,0.00,Sale,Available,"KSh5,600.00"
Jf Designs Kaftan - Yellow,"KSh3,500.00",16,No reviews,0.00,Sale,Available,"KSh3,500.00"
