description,original_price,discount,reviews,ratings,sale,soldout,product_price
Zoë Qu'an Blue Breeze Flo Kimono - Baby Turquoise,,,No reviews,0.00,,Available,"KSh6,200.00"
Zoe Qu'an Reversible Jersey Cut Out Shawl - Grey / Magenta,,,No reviews,0.00,,Available,"KSh5,950.00"
Zoë Qu'an Palmiera Fire Flo Kimono - Red,,,No reviews,0.00,,Available,"KSh5,750.00"
Zoë Qu'an F&F Flo Kimono - Green,,,No reviews,0.00,,Available,"KSh5,750.00"
Hessed Long Buttoned Waterfall - Grey,"KSh2,000.00",10,1 review,1.00,Sale,Available,"KSh2,000.00"
Hessed Midi Buttoned Waterfall - Pink,"KSh2,000.00",10,No reviews,0.00,Sale,Available,"KSh2,000.00"
Hessed Midi Buttoned Waterfall - Dark Grey,"KSh2,000.00",10,No reviews,0.00,Sale,Available,"KSh2,000.00"
Hessed Midi Buttoned Waterfall - Navy blue,"KSh2,000.00",10,No reviews,0.00,Sale,Available,"KSh2,000.00"
African Yuva Mikai African print Kimono - Blue,,,No reviews,0.00,,Available,"KSh7,000.00"
Hessed Long Buttonless Waterfall - Pink,"KSh2,500.00",28,No reviews,0.00,Sale,Available,"KSh2,500.00"
Hessed Long Buttonless Waterfall - Black,"KSh2,500.00",28,No reviews,0.00,Sale,Available,"KSh2,500.00"
Hessed Long Buttonless Waterfall - Grey,"KSh2,500.00",28,No reviews,0.00,Sale,Available,"KSh2,500.00"
Hessed Midi Buttoned Waterfall - Grey,"KSh2,000.00",10,No reviews,0.00,Sale,Available,"KSh2,000.00"
Hessed Long Buttoned Waterfall - Navy Blue,"KSh2,000.00",10,No reviews,0.00,Sale,Available,"KSh2,000.00"
Nika Bonica Empire Blue Kimono - Blue,,,No reviews,0.00,,Available,"KSh5,000.00"
Kidosho Rembo Flared Bell Sleeved Coat - Off White / Purple Print,,,No reviews,0.00,,Available,"KSh2,950.00"
Kidosho Bianca Mini Kimono - Checkered Pink,,,No reviews,0.00,,Available,"KSh2,950.00"
Vivo Yoga Wrap - Dark Green,,,No reviews,0.00,,Available,"KSh4,250.00"
Kidosho Salsa Kimono - Black / White Print,,,No reviews,0.00,,Available,"KSh5,950.00"
Kidosho Salsa Kimono - Olive Green,,,No reviews,0.00,,Available,"KSh5,950.00"
Kidosho Waridi Sleeved Coat - Yellow Print,,,No reviews,0.00,,Available,"KSh6,950.00"
Kidosho Mbuni Coat - Red / Blue Print,,,No reviews,0.00,,Available,"KSh5,950.00"
Kidosho Sifa Kimono - Navy Blue / Pink Print,,,No reviews,0.00,,Available,"KSh6,950.00"
Shazi Afrika Kipusa Cover Up - Green,"KSh3,500.00",50,No reviews,0.00,Sale,Available,"KSh3,500.00"
Vivo Dali 3/4 Cut Out Sleeve Kimono - Black,,,No reviews,0.00,,Available,"KSh4,250.00"
Shop Anna 254 Gianna Hoodie - Black,"KSh4,000.00",25,No reviews,0.00,Sale,Available,"KSh4,000.00"
Shop Anna 254 Embroidered Leather Jacket - Black,"KSh5,000.00",20,No reviews,0.00,Sale,Available,"KSh5,000.00"
Vivo Basic Short Waterfall - Forest Green,,,No reviews,0.00,,Sold out,"KSh2,950.00"
African Yuva Bee Kimono - Beige,,,No reviews,0.00,,Available,"KSh5,500.00"
