description,original_price,discount,reviews,ratings,sale,soldout,product_price
Lizola Elegant Half Martin Boots,"KSh8,000.00",31,No reviews,0.00,Sale,Available,"KSh8,000.00"
Ikwetta Pop n Slide - Red,,,No reviews,0.00,,Available,"KSh3,400.00"
City Walk Ladies' Sandals - Brown,,,No reviews,0.00,,Available,"KSh4,500.00"
Chiclab April Flats - Blue Print,"KSh3,250.00",10,No reviews,0.00,Sale,Available,"KSh3,250.00"
Chiclab Lori Heels - Wine Red,"KSh3,500.00",16,No reviews,0.00,Sale,Available,"KSh3,500.00"
Chiclab Delia Heels - Green Print,"KSh3,500.00",16,No reviews,0.00,Sale,Available,"KSh3,500.00"
Chiclab Lizo Heels - Beige,"KSh3,500.00",16,No reviews,0.00,Sale,Available,"KSh3,500.00"
Chiclab Erykah Heels - Light Blue,"KSh3,500.00",16,1 review,5.00,Sale,Available,"KSh3,500.00"
Chiclab Chic Leopard Heels - Brown Print,"KSh3,500.00",16,5 reviews,4.80,Sale,Available,"KSh3,500.00"
Chiclab April Flats - Lime Green Print,"KSh3,250.00",10,No reviews,0.00,Sale,Available,"KSh3,250.00"
Chiclab Toni Heels - Sea Green,"KSh3,500.00",16,No reviews,0.00,Sale,Available,"KSh3,500.00"
Chiclab Multicoloured Heels - Blue Print,"KSh3,500.00",16,No reviews,0.00,Sale,Available,"KSh3,500.00"
Chiclab Lucia Clear Heels - Taupe,"KSh3,500.00",16,No reviews,0.00,Sale,Available,"KSh3,500.00"
