description,original_price,discount,reviews,ratings,sale,soldout,product_price
Dewuor Candy Top - Orange,,,No reviews,0.00,,Available,"KSh2,500.00"
King's Collection Unisex Round Neck T-shirt - Dark Red,KSh850.00,15,No reviews,0.00,Sale,Available,KSh850.00
Alara Abstract Linen Top - Black,"KSh2,800.00",30,No reviews,0.00,Sale,Available,"KSh2,800.00"
Anika Short Sleeve Checkered Shirt - Black/White,"KSh1,500.00",30,No reviews,0.00,,Sold out,"KSh1,500.00"
Tuli Athena Top - Green Print,"KSh4,000.00",10,No reviews,0.00,Sale,Available,"KSh4,000.00"
Silk House Collection Veva - Red Floral Print,"KSh2,900.00",14,1 review,4.00,Sale,Available,"KSh2,900.00"
Signature The Brand One Shoulder Satin Bodysuit - Green,"KSh3,700.00",24,No reviews,0.00,Sale,Available,"KSh3,700.00"
Zoya Party Long Sleeve Crop Top - Lime Green,,,No reviews,0.00,,Available,"KSh1,250.00"
Vivo Fara Off Shoulder Flounce Sleeve Bodysuit - Teal,,,No reviews,0.00,,Available,"KSh2,550.00"
Vivo Imara Cap Sleeve Front Pleat Top - Rust,,,1 review,4.00,,Available,"KSh2,550.00"
Vivo Fitness V-Neck Sleeveless Top - Black,,,1 review,5.00,,Available,"KSh1,550.00"
Vivo Fitness Midriff Racer Back Top - Off White,,,No reviews,0.00,,Available,"KSh1,750.00"
Vivo Waridi Asymmetric Top - White,"KSh3,250.00",30,No reviews,0.00,Sale,Available,"KSh3,250.00"
Zoya Ribbed Mock Neck Long Sleeved Bodysuit - White,"KSh2,250.00",30,1 review,5.00,Sale,Available,"KSh2,250.00"
Safari Naima Halter Neck Tank Top - Hunters Green,"KSh1,250.00",50,1 review,5.00,Sale,Available,"KSh1,250.00"
Safari Huru High-Low Top - Maroon,,,No reviews,0.00,,Available,"KSh2,950.00"
Vivo Jamila Asymetric Flounce Hem Top - Yellow Floral Print,"KSh3,500.00",50,No reviews,0.00,Sale,Available,"KSh3,500.00"
Vivo Arusha Tank Top - Yellow,,,No reviews,0.00,,Available,"KSh1,550.00"
Vivo Dalia Off Shoulder Dolman Top - Sea Green,"KSh3,500.00",50,No reviews,0.00,Sale,Available,"KSh3,500.00"
Zoya Basic Cap Sleeved Bodysuit - Sea Green,,,1 review,1.00,,Available,"KSh2,250.00"
Have To Have 100% Linen Blouse - White,,,No reviews,0.00,,Available,"KSh4,999.00"
Zola Hii Mwaka Haina Makasiriko T-shirt - Grey,"KSh1,200.00",15,No reviews,0.00,Sale,Available,"KSh1,200.00"
Zola Minajilike T-shirt - Beige,"KSh1,200.00",15,No reviews,0.00,Sale,Available,"KSh1,200.00"
Zoya Brave Tank Top - Black,"KSh1,950.00",50,No reviews,0.00,Sale,Available,"KSh1,950.00"
Zoya Brave Tank Top - Yellow,"KSh1,950.00",50,No reviews,0.00,Sale,Available,"KSh1,950.00"
Urban Zen Cut Out Side Tie Maxi Top - Navy Blue,"KSh1,950.00",50,No reviews,0.00,Sale,Available,"KSh1,950.00"
Urban Zen Narrow Back Tank Top - Teal,KSh950.00,50,No reviews,0.00,Sale,Available,KSh950.00
Urban Zen Narrow Back Tank Top - Steel Blue,KSh950.00,50,No reviews,0.00,Sale,Available,KSh950.00
Urban Zen Narrow Back Tank Top - Cerise,KSh950.00,50,No reviews,0.00,Sale,Available,KSh950.00
Urban Zen One Shoulder Long Sleeve Bodysuit - Army Green,"KSh1,250.00",50,No reviews,0.00,Sale,Available,"KSh1,250.00"
Anika Waist Tie Crop Top  - Pastel Blue,"KSh1,500.00",30,No reviews,0.00,Sale,Available,"KSh1,500.00"
Anika Waist Tie Crop Top  - Baby Blue,"KSh1,500.00",30,No reviews,0.00,Sale,Available,"KSh1,500.00"
Vivo Bissa Sleeveless Side Bow Top - Maroon / Teal Print,"KSh2,550.00",30,No reviews,0.00,Sale,Available,"KSh2,550.00"
Zoya Basic Sleeveless Bodysuit - Eggplant,,,No reviews,0.00,,Available,"KSh1,950.00"
Vivo Lalea Drawstring Top - Orange / Black Print,"KSh3,250.00",30,No reviews,0.00,Sale,Available,"KSh3,250.00"
Zoya Basic Val Tank Top - Mustard,,,No reviews,0.00,,Available,"KSh1,550.00"
Zoya Basic Tank Top - Teal,"KSh1,250.00",10,1 review,5.00,Sale,Available,"KSh1,250.00"
Vivo Basic Long Sleeved Bishop Top - Orange,,,No reviews,0.00,,Available,"KSh2,950.00"
Vivo Ada Peplum Top - Red,"KSh2,500.00",30,No reviews,0.00,Sale,Available,"KSh2,500.00"
ForKeeps Lace Lapel Bodysuit - Red,,,No reviews,0.00,,Available,"KSh1,500.00"
Alara Long Sleeved Snakeskin Work Out Top- Navy Blue,KSh950.00,30,No reviews,0.00,Sale,Available,KSh950.00
Curves BD Cowl Top - Maroon,,,No reviews,0.00,,Available,"KSh3,000.00"
Tausi Two Tone Bodysuit - Green,"KSh2,000.00",15,No reviews,0.00,Sale,Available,"KSh2,000.00"
Vivo Wastani Shirred Cuff Asymmetrical Top - Dark Mustard,,,No reviews,0.00,,Sold out,"KSh2,750.00"
Vivo Wastani Shirred Cuff Asymmetrical Top - Teal,,,No reviews,0.00,,Sold out,"KSh2,750.00"
Silk House Collection Veva1 - Red Floral Print,"KSh2,900.00",14,No reviews,0.00,Sale,Available,"KSh2,900.00"
Silk House Collection Kefi - Red Floral Print,"KSh2,300.00",17,No reviews,0.00,Sale,Available,"KSh2,300.00"
Purple Thread Kisha Top - Mustard,"KSh2,500.00",15,No reviews,0.00,Sale,Available,"KSh2,500.00"
Satin Revolution Neck Tie Long Sleeved Blouse - Gold,"KSh4,000.00",25,No reviews,0.00,Sale,Available,"KSh4,000.00"
Satin Revolution Mock Neck Puff Sleeve - Royal Blue,"KSh4,000.00",25,No reviews,0.00,Sale,Available,"KSh4,000.00"
Vivo Basic Val Cap Sleeve Top - Orange,,,No reviews,0.00,,Available,"KSh1,750.00"
Itikadi Turtle Neck Top - Boreta Print,,,No reviews,0.00,,Available,"KSh2,900.00"
Tuli Eloise Top - Black,,,No reviews,0.00,,Available,"KSh2,900.00"
Vivo Bana Twist 3/4 Sleeve Bodysuit - White,,,No reviews,0.00,,Available,"KSh2,350.00"
Anika Ribbed Midriff Drop Shoulder T-Shirt - Black,"KSh1,800.00",30,No reviews,0.00,Sale,Available,"KSh1,800.00"
Lola Textured Drop-Shoulder T-Shirt - Black,"KSh2,000.00",30,No reviews,0.00,Sale,Available,"KSh2,000.00"
Vivo Fasi Tear Cut Out Sleeveless Top - Black,,,No reviews,0.00,,Available,"KSh2,950.00"
Zoya Basic Long Sleeve Top - Sea Green,,,No reviews,0.00,,Available,"KSh1,950.00"
Vivo Zawadi Pleated Sleeve Top - Rust,,,No reviews,0.00,,Available,"KSh2,950.00"
Vivo Zawadi Pleated Sleeve Top - Maroon,"KSh2,950.00",30,No reviews,0.00,Sale,Available,"KSh2,950.00"
Vivo Basic Ribbed Turtleneck Top - Yellow,,,No reviews,0.00,,Available,"KSh2,500.00"
Vivo Basic Ribbed Turtleneck Top - Lime Green,,,No reviews,0.00,,Available,"KSh2,500.00"
Vivo Basic Satin Cap Sleeve Top - Grey,,,No reviews,0.00,,Available,"KSh2,550.00"
Vivo Fahari 3/4 Sleeve Shirred Shirt - Mustard,,,No reviews,0.00,,Sold out,"KSh3,250.00"
Vivo Basic 3/4 Sleeved Double Layered Bodysuit - Yellow,,,1 review,5.00,,Available,"KSh2,750.00"
Hessed Short Sleeved Top - Purple,"KSh1,550.00",19,No reviews,0.00,Sale,Available,"KSh1,550.00"
Vivo Bissa High Low Sleeveless Top - Sea Green / Brown Floral Print,,,No reviews,0.00,,Sold out,"KSh2,500.00"
Vivo Basic Crepe Cap Sleeved Top - Black,,,No reviews,0.00,,Available,"KSh2,550.00"
Zoya Party Double Drawstring Top - Teal,,,No reviews,0.00,,Available,"KSh1,550.00"
Vivo Basic Satin Bishop Sleeved Top - Green / Brown Abstract Print,,,No reviews,0.00,,Sold out,"KSh2,925.00"
Vivo Basic Satin Bishop Sleeved Top - Blue / Rust Floral Print,,,No reviews,0.00,,Sold out,"KSh3,250.00"
Vivo Fitness Fitted Long Sleeve Top - Purple,,,No reviews,0.00,,Available,"KSh2,550.00"
Vivo Fitness Sleeveless Fitted Top - Pink,,,1 review,5.00,,Available,"KSh1,250.00"
Vivo Basic RT Sleeveless Bodysuit - Teal,,,No reviews,0.00,,Available,"KSh1,950.00"
Lamazi Collections Tank Top - Pink,"KSh1,500.00",47,No reviews,0.00,Sale,Available,"KSh1,500.00"
Resolute Clothing T-shirt Top - Pink,"KSh1,200.00",46,No reviews,0.00,Sale,Available,"KSh1,200.00"
Vivo Basic 3/4 Sleeved Double Layered Bodysuit - Chocolate,,,No reviews,0.00,,Available,"KSh2,750.00"
Safari Basic Ribbed Tank Top - Maroon,,,No reviews,0.00,,Available,"KSh1,250.00"
The Fashion Frenzy Teal Buttoned Blouse - Blue,"KSh3,500.00",10,No reviews,0.00,Sale,Available,"KSh3,500.00"
Signature The Brand All Over Print One Shoulder Bodysuit - White,"KSh2,500.00",28,No reviews,0.00,Sale,Available,"KSh2,500.00"
Safari Basic Ribbed Tank Top - Dark Green,,,No reviews,0.00,,Available,"KSh1,250.00"
Safari Basic Ribbed Tank Top - Lime Green,,,No reviews,0.00,,Available,"KSh1,250.00"
Zoya Basic Long Sleeve Top - Lime Green,,,No reviews,0.00,,Available,"KSh1,950.00"
Zoya Basic Long Sleeve Top - Light Grey,"KSh1,950.00",10,No reviews,0.00,Sale,Available,"KSh1,950.00"
Popular 21 Short Sleeve Basic Crew Neck Top - Sea Grass ,"KSh1,200.00",20,No reviews,0.00,Sale,Available,"KSh1,200.00"
Have To Have 100% Linen Blouse - Orange,,,No reviews,0.00,,Available,"KSh4,999.00"
Zola Ukiachwa Achika - Maroon,"KSh1,200.00",15,No reviews,0.00,Sale,Available,"KSh1,200.00"
Zoya Brave Tank Top - White,"KSh1,950.00",50,No reviews,0.00,Sale,Available,"KSh1,950.00"
Urban Zen Cut Out Side Tie Maxi Top - Off White,"KSh1,950.00",50,No reviews,0.00,Sale,Available,"KSh1,950.00"
Urban Zen Cut Out Side Tie Maxi Top - Bright Red,"KSh1,950.00",50,No reviews,0.00,Sale,Available,"KSh1,950.00"
Urban Zen Basic Tank Top - Camel,KSh950.00,50,No reviews,0.00,Sale,Available,KSh950.00
Urban Zen Narrow Back Tank Top - Mustard,KSh950.00,50,No reviews,0.00,Sale,Available,KSh950.00
Urban Zen Spaghetti Strap Bodysuit - Lilac,"KSh1,250.00",50,No reviews,0.00,Sale,Available,"KSh1,250.00"
Urban Zen Spaghetti Strap Bodysuit - Cerise,"KSh1,250.00",50,No reviews,0.00,Sale,Available,"KSh1,250.00"
Urban Zen One Shoulder Long Sleeve Bodysuit - Teal,"KSh1,250.00",50,1 review,5.00,Sale,Available,"KSh1,250.00"
Urban Zen One Shoulder Long Sleeve Bodysuit - Grey,"KSh1,250.00",50,No reviews,0.00,Sale,Available,"KSh1,250.00"
Urban Zen One Shoulder Long Sleeve Bodysuit - Cerise,"KSh1,250.00",50,No reviews,0.00,Sale,Available,"KSh1,250.00"
Lola Mesh Halter Neck Bodysuit - White,KSh950.00,30,No reviews,0.00,Sale,Available,KSh950.00
Zoya Brave Drape T-Shirt - Lime Green,"KSh3,950.00",50,No reviews,0.00,Sale,Available,"KSh3,950.00"
Elsie Glamour Tiwi Neck-Tie Top - Pink,"KSh2,500.00",50,No reviews,0.00,Sale,Available,"KSh2,500.00"
Vivo Bissa Bishop Long Sleeved Top - Orange,,,No reviews,0.00,,Available,"KSh3,550.00"
Vivo Basic Cap Sleeve Cory Top - White Animal Print,"KSh2,500.00",10,No reviews,0.00,Sale,Available,"KSh2,500.00"
African Yuva La Femme Top - Grey,,,No reviews,0.00,,Available,"KSh4,000.00"
Hessed Unisex Polo T-Shirts - Grey,"KSh2,500.00",36,No reviews,0.00,Sale,Available,"KSh2,500.00"
Tausi Two Tone Bodysuit - Pink,"KSh2,000.00",15,No reviews,0.00,Sale,Available,"KSh2,000.00"
Silk House Collection Ottalie - Black,"KSh3,200.00",6,No reviews,0.00,Sale,Available,"KSh3,200.00"
Silk House Collection Kefi - Black Floral Print,"KSh2,300.00",17,No reviews,0.00,Sale,Available,"KSh2,300.00"
Dewuor Shelly Top - Yellow,,,No reviews,0.00,,Available,"KSh2,800.00"
Satin Revolution side Knot Sleeveless Satin Blouse - Navy blue,"KSh4,000.00",25,No reviews,0.00,Sale,Available,"KSh4,000.00"
Dewuor Ankara High Low Top - Navy,,,No reviews,0.00,,Available,"KSh2,800.00"
Arui Main Chic Top - Mauve,,,No reviews,0.00,,Available,"KSh2,899.00"
The Fashion Frenzy Short Sleeved Top - Black,"KSh2,000.00",10,No reviews,0.00,Sale,Available,"KSh2,000.00"
African Yuva La Femme Top - Black,,,No reviews,0.00,,Available,"KSh4,000.00"
Anika Button Down Shirt with Coloured Seams  - Black w/ White Seams,"KSh1,950.00",30,No reviews,0.00,Sale,Available,"KSh1,950.00"
Tuli Puleng Blouse - Black / White / Red Print,,,No reviews,0.00,,Available,"KSh3,000.00"
Alara Fence Detail Top - Black,"KSh2,800.00",30,No reviews,0.00,Sale,Available,"KSh2,800.00"
Dewuor Azure Long Arm - Blue,"KSh2,700.00",50,No reviews,0.00,Sale,Available,"KSh2,700.00"
Vivo Fara Side Flounce Top - Pink,,,No reviews,0.00,,Available,"KSh2,250.00"
Nursing Mama Nomi Top - Black,,,No reviews,0.00,,Available,"KSh3,200.00"
Nursing Mama Nomi Top - Blue,,,No reviews,0.00,,Available,"KSh3,200.00"
Vivo Zari Puff Sleeved Bodysuit - Yellow,"KSh2,950.00",30,No reviews,0.00,Sale,Available,"KSh2,950.00"
Vivo Bissa Sleeveless Side Bow Top - White/Teal Print,"KSh2,500.00",30,No reviews,0.00,Sale,Available,"KSh2,500.00"
Vivo Faraji Drop Shoulder Wrap Top - Black / Red Floral Print,"KSh4,250.00",50,No reviews,0.00,Sale,Available,"KSh4,250.00"
Vivo Raha Multiway Bodysuit - Navy Blue / Red Floral Print,"KSh3,550.00",50,No reviews,0.00,Sale,Available,"KSh3,550.00"
Resolute Clothing T-shirt Top - Red,"KSh1,200.00",46,No reviews,0.00,Sale,Available,"KSh1,200.00"
Zola Stringed Bodysuit Top - Blue,"KSh2,250.00",15,1 review,1.00,Sale,Available,"KSh2,250.00"
Miss Kerre Fahions Flamingo Belted Satin Top Black - Black,,,No reviews,0.00,,Available,"KSh4,200.00"
Miss Kerre Fashions Violet Bodysuit Lime - Green,,,No reviews,0.00,,Available,"KSh4,000.00"
Zoya Basic Long Sleeve Top - Blue,,,No reviews,0.00,,Available,"KSh1,950.00"
Zoya Basic Sleeveless Bodysuit - Burgundy,,,No reviews,0.00,,Available,"KSh1,950.00"
Urban Zen Cut Out Side Tie Maxi Top - Lime Green,"KSh1,950.00",50,No reviews,0.00,,Sold out,"KSh1,950.00"
Urban Zen Cut Out Side Tie Maxi Top - Lilac,"KSh1,950.00",50,No reviews,0.00,Sale,Available,"KSh1,950.00"
Urban Zen Round Neck Sleeveless Tank Top - Teal,KSh950.00,50,No reviews,0.00,Sale,Available,KSh950.00
Urban Zen Narrow Back Tank Top - Lime Green,KSh950.00,50,No reviews,0.00,Sale,Available,KSh950.00
Zoya Basic Val Tank Top - Red,,,No reviews,0.00,,Available,"KSh1,550.00"
Vivo Basic Satin Cap Sleeve Top - Royal Blue,,,No reviews,0.00,,Available,"KSh2,550.00"
Vivo Sleeveless Double layered High Cowl Top - Red,"KSh2,550.00",30,No reviews,0.00,Sale,Available,"KSh2,550.00"
ForKeeps Knot Bodysuit - Black,,,No reviews,0.00,,Available,"KSh1,200.00"
Dewuor Fitted Top - Cyan Blue,"KSh2,000.00",10,No reviews,0.00,Sale,Available,"KSh2,000.00"
Dewuor Fitted Top - Brown,,,No reviews,0.00,,Available,"KSh1,800.00"
Dewuor Fitted Top - Maroon,,,No reviews,0.00,,Available,"KSh1,800.00"
Alara Faces Tee - Light Pink,"KSh1,000.00",30,No reviews,0.00,Sale,Available,"KSh1,000.00"
Alara High Low V-Neck Top with Side Buttons - Grey,"KSh2,000.00",30,No reviews,0.00,Sale,Available,"KSh2,000.00"
Curves BD Floral Loose Top - Brown / Yellow Print,,,No reviews,0.00,,Available,"KSh3,000.00"
Curves BD Floral Loose Top - Blue,,,No reviews,0.00,,Available,"KSh3,000.00"
Curves BD Floral Loose Top - Black / Peach Print,,,No reviews,0.00,,Available,"KSh3,000.00"
Dd Holdings Loose Top - Yellow,"KSh4,950.00",14,No reviews,0.00,Sale,Available,"KSh4,950.00"
Dewuor High Low Shift Top - Red,,,No reviews,0.00,,Available,"KSh4,000.00"
LadyLuck Curvy U' Seamless Full Bodysuit - Black,,,No reviews,0.00,,Available,"KSh6,900.00"
LadyLuck Curvy U' Seamless Full Bodysuit - Chocolate,,,No reviews,0.00,,Available,"KSh6,900.00"
LadyLuck Curvy U' Seamless Shorts - Chocolate,,,No reviews,0.00,,Available,"KSh6,900.00"
LadyLuck Curvy U' Seamless Shorts - Black,,,No reviews,0.00,,Available,"KSh6,900.00"
The Fashion Frenzy Laced Blouse - Pink,,,No reviews,0.00,,Available,"KSh3,500.00"
Dewuor Square Neck Top - Blue,,,No reviews,0.00,,Available,"KSh2,500.00"
Dewuor Nimo Top - Purple,,,No reviews,0.00,,Available,"KSh2,500.00"
Zoe Qu'an Leopard Elevate Top - Brown,,,No reviews,0.00,,Available,"KSh6,950.00"
Zoe Qu'an Leopard Kimono Crop Top - Brown,,,No reviews,0.00,,Available,"KSh7,950.00"
Zoe Qu'an Pink Mosaic Elevate Top - Pink,,,No reviews,0.00,,Available,"KSh6,950.00"
Silk House Collection Allora - Pink,"KSh3,200.00",6,No reviews,0.00,Sale,Available,"KSh3,200.00"
Vivo Sana Asymmetrical Top - Pink / Green Abstract Print,,,No reviews,0.00,,Sold out,"KSh2,950.00"
Simbaress Daviva Ankara Top - Red,,,No reviews,0.00,,Available,"KSh1,990.00"
Nursing Mama Bri High-Low Top - Light Blue,,,No reviews,0.00,,Available,"KSh3,200.00"
Nursing Mama Bri High-Low Top - Purple,,,No reviews,0.00,,Available,"KSh3,200.00"
Nursing Mama Bri High-Low Top - Yellow,,,No reviews,0.00,,Available,"KSh3,200.00"
Nursing Mama Bri High-Low Top - White,,,No reviews,0.00,,Available,"KSh3,200.00"
Sayuri Basic V-Neck T-shirt - Red,"KSh1,800.00",30,No reviews,0.00,Sale,Available,"KSh1,800.00"
Ancestral House DD Eclectic Boubou Chiffon Top - Black,,,No reviews,0.00,,Available,"KSh7,218.75"
Ancestral House DD Eclectic Boubou Chiffon Top - Orange,,,No reviews,0.00,,Available,"KSh7,218.75"
The Fashion Frenzy Chami Top - Black,,,No reviews,0.00,,Available,"KSh2,000.00"
The Fashion Frenzy Short Sleeved Top - White,"KSh2,000.00",10,No reviews,0.00,Sale,Available,"KSh2,000.00"
Fauza Design Organza Shirt - Brown,"KSh7,000.00",30,No reviews,0.00,Sale,Available,"KSh7,000.00"
LadyLuck Cupid Full Bodysuit - White,,,No reviews,0.00,,Available,"KSh5,900.00"
LadyLuck Cupid Full Bodysuit - Beige,,,No reviews,0.00,,Available,"KSh5,900.00"
Ancestral House Lion King Afrocentric Top - Black,,,No reviews,0.00,,Available,"KSh10,800.00"
Fauza Design Organza Bow - Blue,"KSh9,000.00",30,No reviews,0.00,Sale,Available,"KSh9,000.00"
Fauza Design Organza Shirt - Pink,"KSh9,000.00",30,No reviews,0.00,Sale,Available,"KSh9,000.00"
Dewuor Azure Flutter Sleeve - Blue,"KSh2,700.00",50,No reviews,0.00,Sale,Available,"KSh2,700.00"
Alara Short Sleeved Top with Layered Sleeves - Rose,"KSh2,800.00",30,No reviews,0.00,Sale,Available,"KSh2,800.00"
Alara Flower Print V-Neck Top with Drop Stitch Shoulder and Back Detail - Red,"KSh2,800.00",30,No reviews,0.00,Sale,Available,"KSh2,800.00"
Alara Dot Print V-Neck Top with Drop Stitch Shoulder and Back Detail - Green,"KSh2,800.00",30,No reviews,0.00,Sale,Available,"KSh2,800.00"
Alara Surfer Destination Tee - White,"KSh1,250.00",30,No reviews,0.00,Sale,Available,"KSh1,250.00"
Tuli Eloise Top - White,,,No reviews,0.00,,Available,"KSh2,900.00"
Alara V-Neck Top with Drop Stitch Shoulder and Back Detail - Orange,"KSh2,800.00",30,No reviews,0.00,Sale,Available,"KSh2,800.00"
Zoya Basic Long Sleeve Top - Taupe,,,No reviews,0.00,,Available,"KSh1,950.00"
Perfect Treasures Chichi Print Peplum Top - Pink,,,No reviews,0.00,,Available,"KSh3,000.00"
Vivo Basic V-neck Cap Sleeve Top  - Black,"KSh2,250.00",10,No reviews,0.00,Sale,Available,"KSh2,250.00"
Alara Short Sleeve Loose Frill Bottom Top - White,"KSh2,950.00",30,No reviews,0.00,Sale,Available,"KSh2,950.00"
Lola Star Wars Graphic T-shirt - White,"KSh1,700.00",30,No reviews,0.00,Sale,Available,"KSh1,700.00"
Lola Emoji Graphic T-shirt - White,"KSh1,700.00",30,No reviews,0.00,,Sold out,"KSh1,700.00"
Lola Nirvana Graphic T-shirt - White,"KSh1,700.00",30,No reviews,0.00,Sale,Available,"KSh1,700.00"
Lola Elle Graphic Sleeveless T-shirt - Brown,"KSh1,700.00",30,No reviews,0.00,Sale,Available,"KSh1,700.00"
Lola Textured Drop-Shoulder T-Shirt - Beige,"KSh2,000.00",30,No reviews,0.00,Sale,Available,"KSh2,000.00"
Vivo Bissa Bishop Long Sleeved Top - Hunters Green,,,No reviews,0.00,,Available,"KSh3,550.00"
Vivo Bissa High Low Sleeveless Top - Green / Taupe Floral Print,,,No reviews,0.00,,Available,"KSh2,500.00"
Vivo Sierra Bishop Sleeve Top - Lime Green,,,No reviews,0.00,,Available,"KSh3,250.00"
The Fashion Frenzy Ruffled Top - Purple,"KSh2,500.00",15,No reviews,0.00,Sale,Available,"KSh2,500.00"
The Fashion Frenzy Sleeveless Top - Orange,"KSh2,500.00",15,No reviews,0.00,Sale,Available,"KSh2,500.00"
Zoya Party Double Drawstring Top - Orange,"KSh1,550.00",10,No reviews,0.00,Sale,Available,"KSh1,550.00"
Vivo Basic Satin Bishop Sleeved Top - Orange / Grey Abstract Print,,,No reviews,0.00,,Sold out,"KSh3,250.00"
Hessed Short Sleeved Top - Grey,"KSh1,550.00",19,No reviews,0.00,Sale,Available,"KSh1,550.00"
Vivo Fitness Spaghetti Strap Tank Top - Light Blue,,,No reviews,0.00,,Available,"KSh1,450.00"
Vivo Basic RT Sleeveless Bodysuit - Purple,,,No reviews,0.00,,Available,"KSh1,950.00"
Safari Ayana Sleeveless Chiffon Top - Grey Cheetah Print,,,1 review,2.00,,Available,"KSh2,500.00"
Safari Naima Scoop Neck Cap Sleeve Top - White,"KSh1,500.00",50,No reviews,0.00,,Sold out,"KSh1,500.00"
Safari Ayana Sleeveless Gathered Hem Top - Grey Tiger Print,,,No reviews,0.00,,Available,"KSh2,750.00"
Vivo Raha Multiway Bodysuit - Black,"KSh3,550.00",50,No reviews,0.00,Sale,Available,"KSh3,550.00"
Zola Stringed Bodysuit Top - Pink,"KSh2,250.00",15,No reviews,0.00,Sale,Available,"KSh2,250.00"
Zola Sequin Bodysuit - Grey,"KSh4,500.00",15,No reviews,0.00,Sale,Available,"KSh4,500.00"
Zola Classic Lace Bodysuit - Black,"KSh4,500.00",15,No reviews,0.00,Sale,Available,"KSh4,500.00"
Miss Kerre Fashions Flamingo Belted Satin Top Pink - Red,,,No reviews,0.00,,Available,"KSh5,000.00"
Miss Kerre Fashions Just For You Bare Back Bodysuit - White,,,No reviews,0.00,,Available,"KSh2,800.00"
Zoya Basic Long Sleeve Top - Yellow,,,No reviews,0.00,,Available,"KSh1,950.00"
Popular 21 Halter Top - Black ,"KSh1,500.00",20,No reviews,0.00,Sale,Available,"KSh1,500.00"
Have To Have 100% Linen Blouse - Royal Blue,,,No reviews,0.00,,Available,"KSh4,999.00"
Have To Have 100% Linen Blouse - Lemon Yellow,,,No reviews,0.00,,Available,"KSh4,999.00"
Zola You Series Joe Tshirt - Light Yellow,"KSh1,200.00",15,No reviews,0.00,Sale,Available,"KSh1,200.00"
Zola Single Anyone Tshirt - Purple,"KSh1,200.00",15,No reviews,0.00,Sale,Available,"KSh1,200.00"
Zoya Brave Tank Top - Sea Green,"KSh1,950.00",50,No reviews,0.00,Sale,Available,"KSh1,950.00"
Purple Earth J Crew Velvet Peplum Top - Cobalt Blue,,,No reviews,0.00,,Available,"KSh3,500.00"
Purple Earth Gap Cotton Tank Top - Yellow,,,No reviews,0.00,,Available,"KSh1,900.00"
Purple Earth Gap Cotton Tank Top - Mint Green,,,No reviews,0.00,,Available,"KSh1,900.00"
Zoya Brave Drape T-Shirt - Pink,"KSh3,950.00",50,No reviews,0.00,Sale,Available,"KSh3,950.00"
Urban Zen Cut Out Side Tie Maxi Top - Dark Red,"KSh1,950.00",50,No reviews,0.00,Sale,Available,"KSh1,950.00"
Urban Zen One Shoulder Long Sleeve Bodysuit - Steel Blue,"KSh1,250.00",50,No reviews,0.00,Sale,Available,"KSh1,250.00"
Purple Earth J Crew One-Shoulder Ruffle Eyelet - Black,,,No reviews,0.00,,Available,"KSh3,950.00"
ForKeeps Satin Paisley Print Bodysuit - Taupe Print,,,No reviews,0.00,,Available,"KSh2,500.00"
ForKeeps Knot Bodysuit - Buttermilk,,,No reviews,0.00,,Available,"KSh1,200.00"
