description,original_price,discount,reviews,ratings,sale,soldout,product_price
Slaks World Fashion 3 Layer Fine Jewelry Necklace - Gold,KSh850.00,10,1 review,4.00,Sale,Available,KSh850.00
Slaks World Fashion Dancing Barelina Necklace - Gold,KSh800.00,10,No reviews,0.00,Sale,Available,KSh800.00
Slaks World Fashion Love Shaped Large Crystal Pendant Necklace - Silver,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Crystal Pendant Necklace - Pink,KSh850.00,10,No reviews,0.00,Sale,Available,KSh850.00
Slaks World Fashion Medium Size Casual Messenger Bag - Maroon,"KSh4,600.00",25,No reviews,0.00,Sale,Available,"KSh4,600.00"
Slaks World Fashion Crystal & Pear Shape Pendant Necklace - Red,KSh850.00,10,No reviews,0.00,Sale,Available,KSh850.00
Slaks World Fashion 4 Layer Necklace - Silver,KSh850.00,10,No reviews,0.00,Sale,Available,KSh850.00
Slaks World Fashion Bunny Style Pendant Necklace - Rose Gold,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Mesh Style Pendant Necklace - Rose Gold,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Triangular Styled Pendant Necklace - Rose Gold,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Angelic Design Necklace - Rose Gold,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Crystal & Pear Shape Pendant Necklace - Purple,KSh850.00,10,No reviews,0.00,Sale,Available,KSh850.00
Slaks World Fashion Dancing Barelina Necklace - Silver,KSh800.00,10,No reviews,0.00,Sale,Available,KSh800.00
Slaks World Fashion Star Design Necklace - Rose Gold,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Pear Shape Pendant Necklace1 - Silver,KSh800.00,10,No reviews,0.00,Sale,Available,KSh800.00
Slaks World Fashion Flower Style Pendant Necklace - Silver,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion P Letter Pendant Necklace - Silver,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Heart Design & Crystal Pendant Necklace - Gold,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Cresent Style & Pearl Necklace - Silver,KSh800.00,10,No reviews,0.00,Sale,Available,KSh800.00
Slaks World Fashion Bowtie & Crystal Pendant Necklace - Yellow,KSh850.00,10,No reviews,0.00,Sale,Available,KSh850.00
Slaks World Fashion 2 Layer Choker - Silver,KSh850.00,10,No reviews,0.00,Sale,Available,KSh850.00
Slaks World Fashion Avengers Style Pendant Necklace - Silver,KSh800.00,10,No reviews,0.00,Sale,Available,KSh800.00
Slaks World Fashion Circular Crystal Ball Necklace - Red,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Large Circular Pendant Necklace - Silver,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion 4 Layer Necklace - Gold,KSh850.00,10,No reviews,0.00,Sale,Available,KSh850.00
Slaks World Fashion Butterfly Design Necklace - Gold,KSh850.00,10,No reviews,0.00,Sale,Available,KSh850.00
Slaks World Fashion Medium Size Office Bag - Black,"KSh4,800.00",25,No reviews,0.00,Sale,Available,"KSh4,800.00"
Slaks World Fashion Medium Size Office Bag - Brown,"KSh4,650.00",25,No reviews,0.00,Sale,Available,"KSh4,650.00"
Slaks World Fashion Checkered Messenger Bag - Brown,"KSh5,100.00",25,No reviews,0.00,Sale,Available,"KSh5,100.00"
Slaks World Fashion Bowtie & Crystal Pendant Necklace - Silver,KSh850.00,10,No reviews,0.00,Sale,Available,KSh850.00
Slaks World Fashion Medium Size Satchel Bag - Red,"KSh4,000.00",25,No reviews,0.00,Sale,Available,"KSh4,000.00"
Slaks World Fashion Small Size Clutch Purse - Dark Blue,"KSh2,950.00",25,No reviews,0.00,Sale,Available,"KSh2,950.00"
Slaks World Fashion Bowtie & Crystal Pendant Necklace - Pink,KSh850.00,10,No reviews,0.00,Sale,Available,KSh850.00
Slaks World Fashion Small Size Clutch Purse - Black,"KSh2,950.00",25,No reviews,0.00,Sale,Available,"KSh2,950.00"
Satin Revolution Printed Satin Bonnet - Coral pink,"KSh1,200.00",25,No reviews,0.00,Sale,Available,"KSh1,200.00"
Mwaree Handcrafted Stingray Earrings - Gold Plated,"KSh3,350.00",15,No reviews,0.00,Sale,Available,"KSh3,350.00"
Mwaree Handcrafted Chawe Duara Earrings - Gold Plated,"KSh3,350.00",15,No reviews,0.00,Sale,Available,"KSh3,350.00"
Mwaree Handcrafted Ufuo Earrings - Gold Plated,"KSh3,350.00",15,No reviews,0.00,Sale,Available,"KSh3,350.00"
Satin Revolution Reversible Printed Satin Bonnet - Royal blue,"KSh1,200.00",25,No reviews,0.00,Sale,Available,"KSh1,200.00"
Satin Revolution Reversible Printed Satin Bonnet - Sky Blue,"KSh1,200.00",25,No reviews,0.00,Sale,Available,"KSh1,200.00"
Satin Revolution Reversible Printed Satin Bonnet - Yellow,"KSh1,200.00",25,No reviews,0.00,Sale,Available,"KSh1,200.00"
Satin Revolution Reversible Satin Bonnet - Red,"KSh1,200.00",25,No reviews,0.00,Sale,Available,"KSh1,200.00"
Mwaree Handcrafted Mawimbi Earrings - Gold Plated,"KSh3,350.00",15,No reviews,0.00,Sale,Available,"KSh3,350.00"
Mwaree Handcrafted Mnazi Earrings - Gold Plated,"KSh3,350.00",15,No reviews,0.00,Sale,Available,"KSh3,350.00"
Slaks World Fashion Dolphin Tail Pendant Necklace - Silver,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Large Key Pendant And Crystal Necklace - Silver,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Smiling Face Necklace Pendant - Silver,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Cresent Style & Star Necklace - Rose Gold,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Flower Style Pendant Necklace - Blue,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Dancing Barelina Necklace1 - Silver,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Swan Design Fine Jewelry Necklace - Blue,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Rocking Horse Pendant Necklace - Silver,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Circular Diamond Style Necklace2 - Silver,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Small Bunny Necklace - Gold,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Twin Rings Pendant Necklace - Silver,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Flower Design Necklace - Rose Gold,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Twin Heart Pendant Necklace - Gold,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
Slaks World Fashion Square Diamond Necklace - Rose Gold,KSh750.00,10,No reviews,0.00,Sale,Available,KSh750.00
