description,original_price,discount,reviews,ratings,sale,soldout,product_price
Ythera Frangipani Fine Fragrance Mist,,,1 review,5.00,,Available,KSh750.00
Ythera Malaika Fine Fragrance Mist,,,No reviews,0.00,,Sold out,KSh750.00
Kipusa Hello Aura Sweet Vanilla Cream Scented Candle,,,No reviews,0.00,,Available,"KSh4,000.00"
Kipusa Hello Aura Orchard Scented Candle,,,No reviews,0.00,,Available,"KSh4,000.00"
