description,original_price,discount,reviews,ratings,sale,soldout,product_price
Sol Dada Balance Metal Shorts - Pastel / Purple / Mint Print,"KSh4,500.00",20,No reviews,0.00,Sale,Available,"KSh4,500.00"
Zoya Brave Corduroy Booty Shorts - Navy Blue,"KSh2,500.00",50,No reviews,0.00,Sale,Available,"KSh2,500.00"
Have To Have Bootcut Jumpsuit - Light Blue / Green Print,,,No reviews,0.00,,Available,"KSh6,999.00"
ForKeeps Loose Fit Front Tie Playsuit - Black,,,No reviews,0.00,,Available,"KSh2,000.00"
Liliadly Palazzo Pants - Rainbow Print,,,No reviews,0.00,,Available,"KSh3,200.00"
Hessed Long Palazzo Pants - Grey,"KSh2,000.00",40,No reviews,0.00,Sale,Available,"KSh2,000.00"
Hessed Long Palazzo Pants - Black,"KSh2,000.00",40,No reviews,0.00,Sale,Available,"KSh2,000.00"
Curves BD Pants - Nude,,,No reviews,0.00,,Available,"KSh4,000.00"
Curves BD Pants - Lavender,,,No reviews,0.00,,Available,"KSh4,000.00"
The Fashion Frenzy Flared Trouser- Red,,,No reviews,0.00,,Available,"KSh3,500.00"
African Yuva Daffodil Pants - Yellow,,,No reviews,0.00,,Available,"KSh7,500.00"
Dewuor Ankara Jogger - purple,,,No reviews,0.00,,Available,"KSh3,000.00"
Dewuor Dashiki Jogger - Green African Print Multicolor,,,No reviews,0.00,,Available,"KSh3,000.00"
Zoe Qu'an Leopard Zip Slit Trousers - Brown,,,No reviews,0.00,,Available,"KSh8,750.00"
Zoe Qu'an Pink Mosaic Zip Slit Trousers - Pink,,,No reviews,0.00,,Available,"KSh8,750.00"
Purple Thread Samara Jumpsuit - Olive Green,,,No reviews,0.00,,Available,"KSh5,500.00"
Infy Knit Wear Full Length Pants - Brown,"KSh2,500.00",20,No reviews,0.00,Sale,Available,"KSh2,500.00"
Simbaress Tenge Pants - Green / Black / White,,,No reviews,0.00,,Available,"KSh3,190.00"
Simbaress Tenge Pants - Navy Blue / Beige,,,No reviews,0.00,,Available,"KSh3,190.00"
Exclusive Styles IT Girl Assymetrical Jumpsuit - Jungle Green,,,No reviews,0.00,,Available,"KSh4,460.00"
Exclusive Styles IT Girl Assymetrical Jumpsuit - Brown,,,No reviews,0.00,,Available,"KSh4,460.00"
Exclusive Styles Front Slit Pants - Black,,,No reviews,0.00,,Available,"KSh4,000.00"
Dewuor Chill Dashiki Set - Ankara,,,No reviews,0.00,,Available,"KSh6,000.00"
Anika Straight Leg Dress Pants With Zipper At Back - Navy Blue,,,No reviews,0.00,,Available,"KSh2,300.00"
Sayuri V-Neck Patterned Jumpsuit - Teal,"KSh2,300.00",30,No reviews,0.00,Sale,Available,"KSh2,300.00"
Sayuri V-Neck Patterned Jumpsuit - Orange,"KSh2,300.00",30,No reviews,0.00,Sale,Available,"KSh2,300.00"
Anika Ribbed Drawstring Sweatshorts - Black,"KSh1,500.00",30,No reviews,0.00,Sale,Available,"KSh1,500.00"
Itikadi Biyo Palazzo - Mint Print,,,No reviews,0.00,,Available,"KSh5,000.00"
Slaks World Fashion All-Match Trouser Suits - Red,"KSh4,500.00",30,No reviews,0.00,Sale,Available,"KSh4,500.00"
Anika Textured Shorts with Elastic Waist - Mustard Yellow,"KSh1,800.00",30,No reviews,0.00,Sale,Available,"KSh1,800.00"
Zoë Qu'an Lemon Trousers Only - Black / Yellow Print,,,No reviews,0.00,,Available,"KSh4,080.00"
Zoë Qu'an Lilac Haste Pants Only - Lilac Print,,,No reviews,0.00,,Available,"KSh4,080.00"
Dd Holdings Gertrudes Full Length Pants & Bra - Blue,"KSh3,050.00",13,No reviews,0.00,Sale,Available,"KSh3,050.00"
Miss Kerre Fashions Estee Lauder Playsuit - Lilac,,,No reviews,0.00,,Available,"KSh6,900.00"
Safari Mali Turn Up Hem Pants (Pockets) - Navy Blue,,,No reviews,0.00,,Available,"KSh4,550.00"
Flen Store Fitness (Shorts and Sports bra) Set - Black,"KSh7,500.00",11,No reviews,0.00,Sale,Available,"KSh7,500.00"
Da'joy Fashions Sequined Pants - Silver,"KSh3,800.00",20,No reviews,0.00,Sale,Available,"KSh3,800.00"
Vivo Basic Palazzo Pants - Rust / Brown Abstract Print,,,No reviews,0.00,,Available,"KSh3,950.00"
Miss Kerre Fashions Estee Brown Leather Pants - Green,,,No reviews,0.00,,Available,"KSh3,800.00"
Miss Kerre Fashions Palazzo Pants - Floral,,,No reviews,0.00,,Available,"KSh2,800.00"
Vivo Yumi High Waist Pants  - Teal,,,No reviews,0.00,,Available,"KSh3,250.00"
Dazzle Divas Fashions Wide Leg Jumpsuit - Pink,,,No reviews,0.00,,Available,"KSh2,999.00"
Vivo Dali Panel Jumpsuit - Black,,,No reviews,0.00,,Available,"KSh5,250.00"
Vivo Fara Wide Leg Pants - Green,,,No reviews,0.00,,Available,"KSh4,950.00"
Vivo Fara Wide Leg Pants - Black,"KSh4,950.00",10,No reviews,0.00,Sale,Available,"KSh4,950.00"
African Yuva Wasp Jumpsuit - White,,,No reviews,0.00,,Available,"KSh10,200.00"
African Yuva Ladybug Pants – Caramel,,,No reviews,0.00,,Available,"KSh5,440.00"
African Yuva Ladybug Pants - Green,,,No reviews,0.00,,Available,"KSh5,440.00"
African Yuva Ladybug Pants - White,,,No reviews,0.00,,Available,"KSh5,440.00"
Zoë Qu'an Pastel Trouser - Blue Stripe,,,No reviews,0.00,,Available,"KSh5,400.00"
Zoë Qu'an Blue Safari Trouser - Light Blue,,,No reviews,0.00,,Available,"KSh5,400.00"
Rembo Plus Size Pant Set - Blue,,,No reviews,0.00,,Available,"KSh5,000.00"
The Fashion Frenzy Jumpsuit - Navy Blue,"KSh6,000.00",20,No reviews,0.00,Sale,Available,"KSh6,000.00"
Magali Designs Jumpsuit - Beige,"KSh4,599.00",20,No reviews,0.00,Sale,Available,"KSh4,599.00"
Vivo Raha Satin Joggers - Red,"KSh2,950.00",50,No reviews,0.00,Sale,Available,"KSh2,950.00"
Vivo Raha Satin Joggers - Purple,"KSh2,950.00",50,No reviews,0.00,Sale,Available,"KSh2,950.00"
Vivo Raha Wide Leg Pants - Navy Blue,"KSh4,750.00",50,No reviews,0.00,Sale,Available,"KSh4,750.00"
Vivo Raha Wide Leg Pants - Pink,"KSh4,750.00",50,No reviews,0.00,Sale,Available,"KSh4,750.00"
Vivo Raha Wide Leg Pants - Royal Blue,"KSh4,750.00",50,No reviews,0.00,Sale,Available,"KSh4,750.00"
Zola Velvet Two Piece - Green,"KSh4,500.00",15,No reviews,0.00,Sale,Available,"KSh4,500.00"
Zola Pink Leaf Pants - Pink,"KSh4,800.00",15,No reviews,0.00,Sale,Available,"KSh4,800.00"
Safari Mara Shirred Bishop Sleeve Jumpsuit - Maroon,,,No reviews,0.00,,Available,"KSh6,950.00"
Zola Soft Touch Pants - Black,"KSh4,800.00",15,No reviews,0.00,Sale,Available,"KSh4,800.00"
Zola Flora Two Piece - Yellow,"KSh3,500.00",15,No reviews,0.00,Sale,Available,"KSh3,500.00"
Miss Kerre Fashions Berfer Jeggings Black - Black,,,No reviews,0.00,,Available,"KSh3,500.00"
Miss Kerre Fashions Estee Brown Stripped Romper White - White,,,No reviews,0.00,,Available,"KSh3,500.00"
Jem Africa Waithera Culottes Jumpsuit - Black,,,No reviews,0.00,,Available,"KSh5,000.00"
Jem Africa Waithera Culottes Jumpsuit - Red,,,No reviews,0.00,,Available,"KSh5,000.00"
Nursing Mama Candace Pallazo Pant - Green Floral,,,No reviews,0.00,,Available,"KSh4,050.00"
Jem Africa Waithera Culottes Jumpsuit - Purple,,,No reviews,0.00,,Available,"KSh5,000.00"
Purple Earth Gap Mid Rise True Skinny Cords - Peach,,,No reviews,0.00,,Available,"KSh4,700.00"
Purple Earth Pixie Pants - Pink,,,No reviews,0.00,,Available,"KSh4,700.00"
Zola Orange Tribal Print Pants - Orange / Grey,"KSh4,800.00",15,No reviews,0.00,Sale,Available,"KSh4,800.00"
Purple Earth Quilted Sweatpants - Navy,,,No reviews,0.00,,Available,"KSh3,900.00"
Purple Earth Quilted Sweatpants - Grey,,,No reviews,0.00,,Available,"KSh3,900.00"
Purple Earth Quilted Sweatpants - Green,,,No reviews,0.00,,Available,"KSh3,900.00"
Purple Earth Special Dyed Sweatpants - Warm Tie Dye,,,No reviews,0.00,,Available,"KSh3,900.00"
Purple Earth Special Dyed Sweatpants - Cool Tie Dye,,,No reviews,0.00,,Available,"KSh3,900.00"
Purple Earth Quilted Sweatpants - Coral,,,No reviews,0.00,,Available,"KSh3,900.00"
Purple Earth Gap Slim Fit Corduroy Pants - Peach,,,No reviews,0.00,,Available,"KSh4,700.00"
Purple Earth Mid-Rise Printed Pixie Ankle Pants - Leopard Print,,,No reviews,0.00,,Available,"KSh4,700.00"
Purple Earth Printed Sweatpants - Animal Print,,,No reviews,0.00,,Available,"KSh3,900.00"
Purple Earth BR One-Shoulder Jumpsuit - Navy Blue / Red,,,No reviews,0.00,,Available,"KSh6,500.00"
Purple Earth Gap Khaki Pants - Blue,,,No reviews,0.00,,Available,"KSh4,700.00"
Purple Earth Gap Khaki Pants - Navy Blue,,,No reviews,0.00,,Available,"KSh4,700.00"
Purple Earth Gap Print Sleep Shorts - Blue Striped,,,No reviews,0.00,,Available,"KSh1,900.00"
Purple Earth J Crew Super Skinny Jeans - Star Print,,,No reviews,0.00,,Available,"KSh4,700.00"
Purple Earth Gap Straight Jeans - Denim,,,No reviews,0.00,,Available,"KSh4,700.00"
Purple Earth Gap Slim Fit Corduroy Pants - Burgundy,,,No reviews,0.00,,Available,"KSh4,700.00"
Zoya Brave Satin Joggers(Regular) - Purple Abstract Print,"KSh3,500.00",50,No reviews,0.00,Sale,Available,"KSh3,500.00"
Zoya Brave Satin Joggers(Regular) - Green Abstract Print,"KSh3,500.00",50,No reviews,0.00,Sale,Available,"KSh3,500.00"
Zoya Brave Satin Joggers(Tall) - Burgundy Abstract Print,"KSh3,500.00",50,No reviews,0.00,Sale,Available,"KSh3,500.00"
Sol Dada Balance Water Shorts - White / Blue Print,"KSh4,500.00",20,No reviews,0.00,Sale,Available,"KSh4,500.00"
Sol Dada Balance Fire Shorts - Red / Blue Print,"KSh4,500.00",20,No reviews,0.00,Sale,Available,"KSh4,500.00"
Zoya Brave Corduroy Shorts - Navy Blue,"KSh2,500.00",50,No reviews,0.00,Sale,Available,"KSh2,500.00"
Sol Dada Balance Metal Briefs - Pastel / Mint / Purple Print,"KSh4,500.00",20,No reviews,0.00,Sale,Available,"KSh4,500.00"
Sol Dada Balance Water Briefs - White / Blue Print,"KSh4,500.00",20,No reviews,0.00,Sale,Available,"KSh4,500.00"
